X,AUC,N,P,p.adj,PermPval,Carnivora,Cetacean,Combination,ratio,Category,Source,SelectionSignal,GWASSignal,Type
CCDC38,0.267873933,112,0.000579184,0.017641555,0.106347668,0.6895,2.024,24.41,12.06,NA,NA,NA,NA,All
CCDC39,0.075224139,116,0.325235001,0.632162352,0.181136699,0.4753,0.198,0.4545,0.9561,NA,NA,NA,NA,All
CCDC40,0.107522064,114,0.163392075,0.458058454,0.895675181,1.471,0.2459,0.4252,0.2891,NA,NA,NA,NA,All
CCDC42,0.318576774,84,0.000409795,0.014020973,0.307329713,1.547,1.521,52.35,33.85,NA,NA,NA,NA,All
CCDC43,0.070980809,61,0.504177963,0.763227887,0.894359117,0.6112,1.633,0.3226,0.1976,NA,NA,NA,NA,All
CCDC47,-0.204930106,54,0.070214193,0.294330042,0.601849974,0.5154,2.708,1.339,0.4946,NA,NA,NA,NA,All
CCDC50,-0.114013429,113,0.141213474,0.425620689,0.110612583,0.3957,0.2068,0.4331,1.095,NA,NA,NA,NA,All
CCDC51,0.052700155,101,0.520697425,0.77312708,0.533108452,1.057,0.3664,0.3406,0.3222,NA,NA,NA,NA,All
CCDC54,0.33476262,94,8.38851574988078e-05,0.004968786,0.031578162,356.2,NA,478,NA,NA,NA,NA,NA,All
CCDC57,0.206379125,117,0.006712762,0.08004423,0.818601226,34802865,15.8,14.29,4.106e-07,NA,NA,NA,NA,All
CCDC58,NA,NA,NA,NA,NA,0.3948,0.3694,0.651,1.649,NA,NA,NA,NA,All
CCDC59,-0.087024096,98,0.296300813,0.606193036,0.458866984,0.2283,2.571,0.3362,0.1308,NA,NA,NA,NA,All
CCDC6,-0.086499883,45,0.487025192,0.754303061,0.527795553,0.2948,0.3549,0.4093,1.153,NA,NA,NA,NA,All
CCDC60,0.161722366,112,0.037752806,0.21119245,0.072230936,0.2181,17.86,4.116,0.2304,NA,NA,NA,NA,All
CCDC61,0.010762258,92,0.900475195,0.962200636,0.985112452,0.2189,0.2352,0.2534,1.077,NA,NA,NA,NA,All
CCDC62,0.209095318,119,0.005601895,0.071936584,0.023050445,0.198,2.406,5.709,2.373,NA,NA,NA,NA,All
CCDC63,0.07121766,111,0.362445935,0.664674311,0.857400152,0.28,0.2454,0.3822,1.365,Selection in Inuit,Fumagalli et al. 2015,Y,N,Selection_Diet
CCDC65,0.173089713,101,0.034902301,0.202587136,0.018053818,0.2231,3.243,2.025,0.6243,NA,NA,NA,NA,All
CCDC66,-0.002372183,120,0.974821309,0.990821496,0.981822703,0.1944,0.2232,0.2091,0.9368,NA,NA,NA,NA,All
CCDC68,0.038049701,115,0.620307149,0.831849927,0.714543064,0.5789,0.3606,0.2241,0.3871,NA,NA,NA,NA,All
CCDC69,-0.000659463,93,0.993851867,0.997379233,0.994808986,0.3663,2.95,0.2245,0.07609,NA,NA,NA,NA,All
CCDC7,0.069090852,100,0.402161753,0.695067675,0.908746893,0.8979,0.3689,0.2663,0.2965,NA,NA,NA,NA,All
CCDC70,0.251135208,97,0.002715728,0.04667738,0.25631403,0.5809,9251705,6.019,6.506e-07,NA,NA,NA,NA,All
CCDC73,0.003599757,132,0.959906609,0.985065086,0.976426408,1.581,4.583,0.1876,0.04094,NA,NA,NA,NA,All
CCDC74A,0.130110329,99,0.116508997,0.384243802,0.75253077,0.286,0.7961,0.8948,1.124,NA,NA,NA,NA,All
CCDC74B,0.12894863,99,0.119807447,0.389718776,0.747676135,0.2931,0.6797,0.8307,1.222,NA,NA,NA,NA,All
CCDC77,0.097874846,111,0.210715669,0.517669674,0.644745458,0.2754,2.207,0.3608,0.1634,NA,NA,NA,NA,All
CCDC78,0.124875541,121,0.095216364,0.345248593,0.699365272,47.44,0.6717,0.8322,0.01754,NA,NA,NA,NA,All
CCDC80,0.130756874,110,0.096032096,0.346029573,0.047629148,1.306,0.204,0.9511,0.7281,NA,NA,NA,NA,All
CCDC81,0.256624147,122,0.000574858,0.017545465,0.009601593,93.45,0.2928,554.3,5.932,NA,NA,NA,NA,All
CCDC83,0.215915481,110,0.005988971,0.074667814,0.024216797,2.676,0.3014,11.1,4.148,NA,NA,NA,NA,All
CCDC84,0.149006889,87,0.092423577,0.339309094,0.529546853,0.5453,0.3434,0.9681,1.775,NA,NA,NA,NA,All
CCDC85A,0.147284523,87,0.096252652,0.346407838,0.422702662,0.3554,0.8075,0.2553,0.3161,NA,NA,NA,NA,All
CCDC85B,NA,NA,NA,NA,NA,0.6458,0.374,0.749,1.16,NA,NA,NA,NA,All
CCDC85C,0.022856604,67,0.82140214,0.929933707,0.964535291,0.307,0.3603,0.2516,0.6985,NA,NA,NA,NA,All
CCDC87,0.076588038,111,0.327387621,0.633955143,0.218372759,0.224,0.2887,0.2675,0.9266,NA,NA,NA,NA,All
CCDC88A,-0.067075366,93,0.433184079,0.719700289,0.895108224,0.6941,0.2315,0.3478,0.501,NA,NA,NA,NA,All
CCDC88B,0.203740929,108,0.010190487,0.101238918,0.038694085,0.6758,1.292,7.339,5.68,NA,NA,NA,NA,All
CCDC88C,-0.069889104,123,0.346386052,0.64959847,0.711931429,0.2824,0.1928,0.2475,0.8767,NA,NA,NA,NA,All
CCDC89,0.251164927,103,0.001989695,0.03857382,0.013190842,3.442,0.2879,14.82,4.305,NA,NA,NA,NA,All
CCDC9,-0.095636465,100,0.246192289,0.560163186,0.07876133,0.3145,1.172,0.2561,0.2186,NA,NA,NA,NA,All
CCDC90B,0.072300033,83,0.425416783,0.713470885,0.47120953,0.2327,0.2288,0.2371,1.019,NA,NA,NA,NA,All
CCDC91,-0.049913435,88,0.570726608,0.80211094,0.568094789,0.3774,0.227,0.2825,0.7486,NA,NA,NA,NA,All
CCDC92,0.177192033,72,0.069365261,0.292984162,0.114771211,0.3035,0.9892,0.3697,0.3737,NA,NA,NA,NA,All
CCDC93,0.084797797,94,0.319122602,0.627278503,0.637384729,0.2512,0.9423,0.2316,0.2458,NA,NA,NA,NA,All
CCDC97,0.153522506,95,0.069761024,0.293937015,0.037638154,0.3868,0.2816,0.7599,1.965,NA,NA,NA,NA,All
CCDC9B,0.062663155,122,0.400476011,0.6937387,0.439897992,2.855,0.4074,0.2774,0.09714,NA,NA,NA,NA,All
CCHCR1,0.265606436,118,0.000458595,0.015143572,0.061500713,3.247,0.3503,25.86,7.963,NA,NA,NA,NA,All
CCIN,-0.151481942,85,0.090938887,0.336912278,0.171382863,14.27,0.3815,0.6335,0.0444,NA,NA,NA,NA,All
CCK,-0.090775582,76,0.338795482,0.643470915,0.758690126,0.7196,0.522,0.2644,0.3674,NA,NA,NA,NA,All
CCKAR,0.006212532,91,0.94276925,0.977856635,0.977960638,0.2343,0.2383,0.2415,1.013,NA,NA,NA,NA,All
CCKBR,0.092896486,84,0.302813041,0.612906029,0.34524656,1.498,0.4221,0.5284,0.3527,NA,NA,NA,NA,All
CCL1,0.078939548,80,0.393106707,0.687730225,0.749365107,0.9979,0.9334,0.2633,0.2638,NA,NA,NA,NA,All
CCL16,-0.178263281,64,0.085516937,0.325930013,0.331955196,4.328,0.3885,0.4649,0.1074,NA,NA,NA,NA,All
CCL19,-0.246006202,67,0.015112737,0.127037352,0.040325259,2.44,0.2659,3.048,1.249,NA,NA,NA,NA,All
CCL20,-0.087327703,77,0.354233738,0.657869301,0.523696475,0.4355,0.2661,0.3382,0.7766,NA,NA,NA,NA,All
CCL21,-0.298606276,81,0.001149751,0.027466467,0.108469839,2.087,0.3596,5.226,2.505,NA,NA,NA,NA,All
CCL22,0.152891305,75,0.109559249,0.371376366,0.053593163,0.2409,0.3051,0.3418,1.12,NA,NA,NA,NA,All
CCL24,0.091650784,97,0.273874398,0.587269321,0.884970566,0.3443,0.2211,0.2894,0.8407,NA,NA,NA,NA,All
CCL25,0.122807419,96,0.144725575,0.43110061,0.527691564,934.8,3.776,1.25,0.001337,NA,NA,NA,NA,All
CCL27,-0.077122448,73,0.426005201,0.713867152,0.872820513,19.87,114.5,0.2541,0.002219,NA,NA,NA,NA,All
CCL28,0.109459779,81,0.23336401,0.54592461,0.215886211,0.2372,0.3294,0.531,1.612,NA,NA,NA,NA,All
CCL5,-0.119083621,81,0.194797404,0.497992818,0.777659101,0.3939,0.2332,0.2986,0.7582,NA,NA,NA,NA,All
CCM2,0.381848175,74,7.21696012497055e-05,0.00450639,0.042073793,1012,0.2637,103.4,0.1021,NA,NA,NA,NA,All
CCM2L,0.111157735,72,0.254598598,0.567795874,0.785857196,0.2897,1.065,0.3476,0.3264,NA,NA,NA,NA,All
CCN1,-0.043324739,77,0.64579848,0.844718166,0.856566267,0.4007,0.2372,0.3961,0.9886,NA,NA,NA,NA,All
CCN2,-0.022251748,76,0.814614025,0.92616689,0.498637103,0.2674,0.2421,0.3086,1.154,NA,NA,NA,NA,All
CCN3,-0.148573898,85,0.097314769,0.348973228,0.267350384,0.3427,0.5134,0.7782,1.516,NA,NA,NA,NA,All
CCN4,-0.080499179,97,0.336527536,0.642282432,0.852517266,0.2302,0.3346,0.3483,1.041,NA,NA,NA,NA,All
CCN5,0.033240499,97,0.691481291,0.868699311,0.440888441,0.2832,0.253,0.2295,0.8103,NA,NA,NA,NA,All
CCN6,0.160332068,101,0.050700118,0.247927307,0.357349751,40.99,0.4187,2.594,0.06329,NA,NA,NA,NA,All
CCNA1,0.188600332,101,0.021532091,0.156544657,0.015704509,0.6214,0.2539,7.207,11.6,NA,NA,NA,NA,All
CCNA2,-0.126887984,81,0.167129367,0.460997736,0.198016256,0.4617,0.5296,0.6789,1.282,NA,NA,NA,NA,All
CCNB1,-0.173043354,82,0.057975857,0.266609199,0.857338242,13.65,0.3028,1.308,0.09586,NA,NA,NA,NA,All
CCNB1IP1,0.118984244,68,0.236358353,0.550304742,0.070192726,0.3176,0.2516,0.4529,1.426,NA,NA,NA,NA,All
CCNB2,0.128963525,92,0.133977495,0.414147429,0.11485625,0.7171,0.2368,0.4556,0.6353,NA,NA,NA,NA,All
CCNC,NA,NA,NA,NA,NA,0.5607,0.5948,0.6633,1.115,NA,NA,NA,NA,All
CCND1,0.181179171,57,0.099731371,0.353661707,0.266921479,0.2687,0.6832,0.4157,0.6084,NA,NA,NA,NA,All
CCND2,-0.153501021,48,0.202082521,0.507580522,0.11495091,0.3019,1.405,0.7681,0.5466,NA,NA,NA,NA,All
CCND3,NA,NA,NA,NA,NA,0.6206,0.9089,1.047,1.152,NA,NA,NA,NA,All
CCNDBP1,0.010052415,104,0.901035695,0.962289819,0.974451481,0.2072,0.2106,0.2078,0.9864,NA,NA,NA,NA,All
CCNE1,0.033448961,80,0.717454341,0.881364927,0.77032775,0.2687,0.2343,0.2324,0.8651,NA,NA,NA,NA,All
CCNE2,0.161046878,72,0.098827973,0.351885579,0.005526486,0.255,0.4058,0.7183,1.77,NA,NA,NA,NA,All
CCNF,0.159363564,109,0.043474113,0.226688606,0.596908475,620.6,1.208,2.291,0.003691,NA,NA,NA,NA,All
CCNG1,-0.268535332,57,0.014693046,0.125103749,0.494605357,1.378,0.3701,2.255,1.637,NA,NA,NA,NA,All
CCNG2,0.099692726,58,0.360729755,0.663960525,0.127911497,0.4545,0.3261,0.3565,0.7842,NA,NA,NA,NA,All
CCNH,-0.133892385,51,0.25082885,0.564826618,0.090970204,0.4238,0.4136,0.7713,1.82,NA,NA,NA,NA,All
CCNI,-0.067201376,69,0.50041601,0.762272242,0.453058818,0.3392,0.3676,0.2481,0.675,NA,NA,NA,NA,All
CCNI2,0.010238967,73,0.915832232,0.966729719,0.981186269,83.32,1.799,0.3965,0.004758,NA,NA,NA,NA,All
CCNJ,0.012163106,46,0.921248387,0.970055391,0.863718826,0.3207,0.3653,0.3214,0.8798,NA,NA,NA,NA,All
CCNJL,0.166458203,96,0.048064421,0.239937848,0.655406416,4.173,0.7262,0.8649,0.2073,NA,NA,NA,NA,All
CCNK,-0.00270666,65,0.979003644,0.991955359,0.998235003,1.336,0.8746,0.2561,0.1917,NA,NA,NA,NA,All
CCNL1,-0.227340672,44,0.071009745,0.295794492,0.092800167,0.6032,0.5592,1.099,1.822,NA,NA,NA,NA,All
CCNL2,-0.027581365,86,0.756832897,0.900187092,0.988037155,0.4438,0.3025,0.2257,0.5087,NA,NA,NA,NA,All
CCNO,-0.033454542,97,0.689597744,0.867773264,0.617343747,0.2298,0.3452,0.2177,0.6305,NA,NA,NA,NA,All
CCNP,0.049285066,103,0.544060216,0.788439317,0.84597533,1.295,4.517,0.2139,0.04736,NA,NA,NA,NA,All
CCNQ,-0.032573117,65,0.75145377,0.896725399,0.849333959,0.9042,4.035,0.2622,0.06497,NA,NA,NA,NA,All
CCNT1,-0.004322623,89,0.960611303,0.985188838,0.993051051,1.046,2.46,0.2219,0.09021,NA,NA,NA,NA,All
CCNT2,0.20922479,74,0.029650325,0.185994041,0.012336977,0.9653,0.2462,0.9607,0.9952,NA,NA,NA,NA,All
CCNY,NA,NA,NA,NA,NA,0.8689,1.138,0.3645,0.3204,NA,NA,NA,NA,All
CCP110,0.076795062,123,0.300824503,0.611109666,0.406242817,0.386,0.3667,0.2005,0.5196,NA,NA,NA,NA,All
CCPG1,0.056908982,106,0.477172959,0.748081804,0.250616881,0.209,0.2283,0.2859,1.252,NA,NA,NA,NA,All
CCR1,0.141733857,111,0.069915391,0.293982056,0.068197364,0.2683,0.3188,0.7543,2.366,NA,NA,NA,NA,All
CCR10,0.106876226,62,0.310494434,0.619456406,0.323161653,0.4341,0.2774,0.4084,0.9409,NA,NA,NA,NA,All
CCR2,0.184645185,101,0.02442866,0.16685866,0.779155456,14113,4.33,4.197,0.0002973,NA,NA,NA,NA,All
CCR3,0.069856914,105,0.385182401,0.680841472,0.364053161,0.689,0.3438,0.2688,0.3901,NA,NA,NA,NA,All
CCR4,0.095977412,90,0.270099174,0.583747651,0.425932333,0.3013,6.74,0.3498,0.0519,NA,NA,NA,NA,All
CCR5,0.103491724,105,0.198268775,0.502665515,0.832673235,1.571,0.252,0.4927,0.3137,NA,NA,NA,NA,All
CCR6,0.052207327,91,0.546316706,0.789916656,0.171231167,0.2403,0.3381,0.2206,0.6525,NA,NA,NA,NA,All
CCR7,0.179566147,64,0.083255252,0.320818514,0.05285878,0.2871,5.079,1.283,0.2526,NA,NA,NA,NA,All
CCR8,0.060292787,106,0.451375203,0.731071724,0.660398239,0.257,0.278,0.3887,1.398,NA,NA,NA,NA,All
CCR9,0.115639982,85,0.196881734,0.500418871,0.098703291,1.319,0.378,0.4607,0.3493,NA,NA,NA,NA,All
CCRL2,-0.033548346,123,0.651269029,0.848027652,0.939536394,4.318,1970,0.2077,0.0001054,NA,NA,NA,NA,All
CCS,-0.010683851,87,0.903965258,0.962626936,0.944448558,0.2279,0.2282,0.2315,1.014,NA,NA,NA,NA,All
CCSER1,-0.178091917,101,0.029972525,0.186762081,0.919023482,38.61,0.2946,2.484,0.06433,NA,NA,NA,NA,All
CCSER2,-0.153756546,116,0.044348861,0.229522304,0.057187208,2.253,0.2084,2.794,1.24,NA,NA,NA,NA,All
CCT2,-0.075043121,51,0.519826296,0.772791721,0.445984502,1.107,0.2925,0.3503,0.3165,NA,NA,NA,NA,All
CCT3,0.048513729,56,0.662281501,0.853442782,0.598864633,0.3988,0.4393,0.2739,0.6236,NA,NA,NA,NA,All
CCT4,0.01301093,63,0.900928307,0.962267884,0.963562673,0.367,0.7888,0.2572,0.326,NA,NA,NA,NA,All
CCT5,0.063547229,67,0.530252539,0.780049529,0.909845757,0.6344,5.252,0.2922,0.05564,NA,NA,NA,NA,All
CCT6A,-0.229958278,54,0.042189454,0.224521008,0.006937669,2.542,0.3939,2.92,1.149,NA,NA,NA,NA,All
CCT6B,0.078692484,86,0.37699761,0.675304692,0.612446715,0.2316,3.55,0.3543,0.0998,NA,NA,NA,NA,All
CCT7,-0.108021696,55,0.335308778,0.64175445,0.741906405,2.529,1.12,0.5077,0.2008,NA,NA,NA,NA,All
CCT8,0.023750273,62,0.821687972,0.930028839,0.941445139,1.801,1.138,0.2591,0.1438,NA,NA,NA,NA,All
CCT8L2,0.18150109,76,0.055803353,0.260820939,0.122334785,1.497,NA,1.049,NA,NA,NA,NA,NA,All
CCZ1,0.121775599,55,0.277412292,0.590441785,0.047946126,0.2788,0.4253,0.3526,0.8291,NA,NA,NA,NA,All
CCZ1B,0.121775599,55,0.277412292,0.590441785,0.057143057,0.2732,0.3422,0.2829,0.8268,NA,NA,NA,NA,All
CD101,0.135285214,133,0.05789194,0.266534136,0.049362639,0.8605,0.2045,1.252,1.455,NA,NA,NA,NA,All
CD109,-0.038516444,121,0.606811505,0.823419595,0.86817991,4.352,33.4,0.1945,0.005822,NA,NA,NA,NA,All
CD14,0.200876093,101,0.014359981,0.123781558,0.17478689,1.265,0.4305,4.807,3.8,NA,NA,NA,NA,All
CD151,0.011847946,73,0.902667214,0.962416214,0.962703255,0.2428,0.2416,0.2422,0.9975,NA,NA,NA,NA,All
CD160,0.169870685,53,0.1371995,0.419949288,0.398801974,0.4425,NA,0.4848,NA,NA,NA,NA,NA,All
CD163,-0.08962853,129,0.216033823,0.524713594,0.375217033,0.2119,0.6598,0.5943,0.9007,NA,NA,NA,NA,All
CD164,0.167462894,96,0.046731039,0.235715703,0.60227508,2.657,0.2155,1.621,0.61,NA,NA,NA,NA,All
CD164L2,-0.191446968,78,0.040910623,0.220534749,0.061373643,1.409,0.2353,1.14,0.8091,NA,NA,NA,NA,All
CD177,-0.154506016,99,0.062336321,0.277614297,0.036527923,0.7701,0.321,2.337,3.035,NA,NA,NA,NA,All
CD180,0.037100662,126,0.612844227,0.827320384,0.8295004,1.026,1.957,0.2018,0.1032,NA,NA,NA,NA,All
CD19,-0.13702224,109,0.0825527,0.319303994,0.06204123,0.3957,0.3079,0.6271,1.585,NA,NA,NA,NA,All
CD1D,0.208923205,74,0.029886174,0.186536528,0.105391267,0.2746,NA,0.2746,NA,NA,NA,NA,NA,All
CD2,-0.059125652,112,0.44752729,0.728666228,0.395253207,0.3827,1.755,0.2148,0.1224,NA,NA,NA,NA,All
CD200,0.191962738,87,0.030169777,0.187137534,0.081284387,0.6428,0.2341,0.7909,1.23,NA,NA,NA,NA,All
CD207,0.153004382,101,0.062222786,0.277438464,0.043382328,0.6067,0.2905,1.178,1.942,NA,NA,NA,NA,All
CD22,-0.03095709,126,0.672860628,0.85963902,0.751610616,0.2519,0.2352,0.1967,0.7811,NA,NA,NA,NA,All
CD226,-0.167760158,109,0.033544045,0.198749292,0.867887372,0.6339,0.4012,1.98,3.124,NA,NA,NA,NA,All
CD244,-0.192868006,70,0.051382092,0.249577465,0.108934101,0.5662,13.39,1.292,0.09645,NA,NA,NA,NA,All
CD247,0.102217288,83,0.25979471,0.572289214,0.262498516,0.2445,0.3029,0.2894,0.9555,NA,NA,NA,NA,All
CD27,-0.121909617,96,0.147685513,0.43565939,0.233462496,0.2878,0.3401,0.6486,1.907,NA,NA,NA,NA,All
CD274,0.15320732,92,0.075023464,0.304358862,0.134891765,10.66,0.2732,1.888,0.1771,NA,NA,NA,NA,All
CD276,0.153512695,59,0.155640087,0.447767775,0.224105595,0.2748,2.995,0.7512,0.2508,NA,NA,NA,NA,All
CD28,-0.061295274,72,0.529864708,0.779938368,0.817810694,0.2838,0.5588,0.3703,0.6627,NA,NA,NA,NA,All
CD2AP,-0.225561586,106,0.004839663,0.066114125,0.013856305,0.5334,0.7214,6.743,9.347,NA,NA,NA,NA,All
CD2BP2,-0.025984444,77,0.782814021,0.911745204,0.700215289,0.2392,0.2878,0.2435,0.846,NA,NA,NA,NA,All
CD300E,0.100701182,84,0.263998447,0.577000494,0.031940109,0.252,NA,0.3121,NA,NA,NA,NA,NA,All
CD300LB,0.050336571,97,0.547873874,0.790856364,0.429621149,0.2609,NA,0.2894,NA,NA,NA,NA,NA,All
CD300LG,0.068691308,68,0.494215182,0.758707883,0.892533638,0.3336,0.2838,0.3213,0.963,NA,NA,NA,NA,All
CD302,0.072337168,71,0.461688141,0.737076905,0.302588896,0.3018,0.287,0.416,1.378,NA,NA,NA,NA,All
CD34,-0.277009011,113,0.000350677,0.012975906,0.186861262,0.9272,42.08,160.4,3.812,NA,NA,NA,NA,All
CD36,-0.102574386,106,0.200099268,0.504711501,0.779856532,1.541,0.2099,0.763,0.4952,NA,NA,NA,NA,All
CD37,-0.133112563,88,0.130517175,0.408250966,0.371322322,0.4859,0.2805,0.6663,1.371,NA,NA,NA,NA,All
CD38,-0.283067499,107,0.00038118,0.013501375,0.346545478,9.531,0.6882,203.1,21.31,NA,NA,NA,NA,All
CD3D,0.067160127,107,0.399269143,0.693019702,0.090832376,0.2317,0.2322,0.2656,1.143,NA,NA,NA,NA,All
CD3E,0.098438763,113,0.203976448,0.509210569,0.033983506,0.3886,0.2067,0.4114,1.059,NA,NA,NA,NA,All
CD3G,-0.002391727,109,0.97582538,0.991030668,0.993187848,0.4434,0.3485,0.2122,0.4787,NA,NA,NA,NA,All
CD4,-0.009727522,119,0.89745585,0.960795125,0.916457701,0.2328,0.3503,0.1993,0.5688,NA,NA,NA,NA,All
CD40,0.116872098,106,0.144327674,0.430325955,0.694086396,1.711,0.226,0.8547,0.4995,NA,NA,NA,NA,All
CD40LG,0.096298938,68,0.337874849,0.643006284,0.789469635,3.514,0.463,0.4589,0.1306,NA,NA,NA,NA,All
CD44,-0.012422731,123,0.867076895,0.949570017,0.811789996,0.2479,0.2416,0.1948,0.7858,NA,NA,NA,NA,All
CD47,-0.144350449,94,0.089899549,0.335113677,0.115268775,9.949,0.3474,1.116,0.1122,NA,NA,NA,NA,All
CD48,0.061507406,112,0.42944572,0.71610922,0.396264172,1.474,1.436,0.2525,0.1713,NA,NA,NA,NA,All
CD5,-0.172576156,112,0.02662588,0.176399395,0.111763714,0.2016,154.8,2.969,0.01918,NA,NA,NA,NA,All
CD53,-0.020819139,76,0.826352703,0.932298547,0.947841073,0.3034,0.4161,0.2376,0.5711,NA,NA,NA,NA,All
CD58,-0.117714699,69,0.237865897,0.551510061,0.052990917,0.3761,NA,0.4281,NA,NA,NA,NA,NA,All
CD59,0.023121774,87,0.79400268,0.91815085,0.882632698,0.5323,1.473,0.2344,0.1591,NA,NA,NA,NA,All
CD5L,-0.102693471,117,0.177379437,0.474268475,0.132858837,0.2033,1.421,0.6948,0.4889,NA,NA,NA,NA,All
CD6,0.004473505,110,0.954590465,0.983496913,0.993809886,7.097,13.53,0.2061,0.01523,NA,NA,NA,NA,All
CD63,-0.090943179,88,0.30158008,0.611732414,0.040030942,0.2635,0.2465,0.3602,1.367,NA,NA,NA,NA,All
CD69,0.021482475,103,0.791438625,0.916363999,0.947458002,0.9281,3.34,0.2116,0.06336,NA,NA,NA,NA,All
CD70,-0.038018624,85,0.671369212,0.858460075,0.818399283,0.2484,0.249,0.2264,0.9092,NA,NA,NA,NA,All
CD74,0.252088763,99,0.002357207,0.042509157,0.140661818,4.452,1.042,39.19,8.803,NA,NA,NA,NA,All
CD79A,-0.051759195,99,0.53236409,0.781468141,0.821413363,0.2207,1.08,0.2775,0.2571,NA,NA,NA,NA,All
CD79B,-0.041261185,105,0.608010525,0.824416441,0.248751828,0.2541,0.2135,0.2681,1.055,NA,NA,NA,NA,All
CD80,-0.286272975,105,0.000372776,0.01336466,0.025809594,0.4863,37.77,77.12,2.042,NA,NA,NA,NA,All
CD81,-0.227824848,61,0.032046086,0.193724343,0.168598771,6.852,0.2612,2.067,0.3017,NA,NA,NA,NA,All
CD82,-0.1138555,99,0.169595373,0.464552032,0.154876144,1.942,0.3795,0.5643,0.2906,NA,NA,NA,NA,All
CD83,0.156829415,99,0.05850105,0.268014495,0.851353594,51.47,0.7966,1.712,0.03325,NA,NA,NA,NA,All
CD84,0.210801757,112,0.006768688,0.080440565,0.004021081,0.8822,0.2032,2.939,3.332,NA,NA,NA,NA,All
CD86,-0.187053392,107,0.018889301,0.144721404,0.0572564,3.952,0.2222,3.53,0.893,NA,NA,NA,NA,All
CD8A,-0.032659633,105,0.684749963,0.865232964,0.871890063,1.422,26.64,0.2087,0.007833,NA,NA,NA,NA,All
CD8B,-0.050833752,111,0.515660064,0.770610462,0.70614942,0.5818,0.2371,0.29,0.4985,NA,NA,NA,NA,All
CD8B2,0.006501581,107,0.934963698,0.975207931,0.745757785,0.3089,0.2988,0.2061,0.6673,NA,NA,NA,NA,All
CD9,-0.297030702,86,0.000854168,0.022858142,0.311885311,15.74,0.3605,53.04,3.37,NA,NA,NA,NA,All
CD93,0.05345008,127,0.464204515,0.739021892,0.436880863,23.48,0.5203,0.7376,0.03142,NA,NA,NA,NA,All
CD96,-0.157177182,112,0.043472684,0.226688606,0.107320475,2.704,0.2042,2.573,0.9515,NA,NA,NA,NA,All
CD99L2,NA,NA,NA,NA,NA,0.3859,0.4202,0.5245,1.248,NA,NA,NA,NA,All
CDA,0.009208348,61,0.93094917,0.974138668,0.990384505,0.3026,0.5534,0.2607,0.4711,NA,NA,NA,NA,All
CDADC1,-0.098443518,81,0.28381034,0.59722466,0.268711763,0.3428,0.2524,0.2768,0.8073,NA,NA,NA,NA,All
CDAN1,0.150835026,112,0.05266388,0.253106548,0.242280682,1.552,0.2749,0.6751,0.435,NA,NA,NA,NA,All
CDC123,-0.09323069,55,0.405662591,0.698831535,0.985587169,1.412,0.33,0.2722,0.1927,NA,NA,NA,NA,All
CDC14A,0.018918561,108,0.81143544,0.925100867,0.921169608,0.2365,0.2703,0.2105,0.7787,NA,NA,NA,NA,All
CDC14B,-0.116764295,75,0.221681898,0.531235497,0.444604371,5.604,0.5814,0.5421,0.09674,NA,NA,NA,NA,All
CDC16,-0.074146385,60,0.489071176,0.755140515,0.361458682,0.6837,0.2647,0.7477,1.094,NA,NA,NA,NA,All
CDC20,-0.065003578,57,0.554782183,0.793771796,0.82542481,0.301,0.279,0.3839,1.275,NA,NA,NA,NA,All
CDC20B,-0.009338951,116,0.902794647,0.962416214,0.966812102,0.6298,19.98,0.2423,0.01213,NA,NA,NA,NA,All
CDC23,-0.149623508,54,0.186201117,0.48681262,0.289027019,1.173,0.2832,0.4643,0.3958,NA,NA,NA,NA,All
CDC25A,-0.02807764,95,0.740144136,0.892168093,0.983274288,0.2969,0.2254,0.2182,0.7348,NA,NA,NA,NA,All
CDC25B,0.059687899,99,0.471494314,0.743613323,0.309541698,0.4756,0.2183,0.3231,0.6794,NA,NA,NA,NA,All
CDC25C,0.07935968,108,0.316936037,0.626263041,0.814996204,6.788,17.21,0.2479,0.0144,NA,NA,NA,NA,All
CDC26,-0.039487359,37,0.774626805,0.90789708,0.711239958,0.3874,0.323,0.459,1.185,NA,NA,NA,NA,All
CDC27,-0.213086959,38,0.117119869,0.38540138,0.421415113,0.5986,0.3249,0.7381,1.233,NA,NA,NA,NA,All
CDC34,NA,NA,NA,NA,NA,0.345,0.364,0.3577,0.9828,NA,NA,NA,NA,All
CDC37,-0.034096236,61,0.748327023,0.896025168,0.65694311,0.305,0.2855,0.2685,0.8806,NA,NA,NA,NA,All
CDC37L1,0.143043468,64,0.167647154,0.461559679,0.073704493,0.2554,0.551,0.4579,0.8311,NA,NA,NA,NA,All
CDC40,-0.217294922,48,0.070951492,0.295683834,0.21340606,5.253,0.3265,4.415,0.8405,NA,NA,NA,NA,All
CDC42,NA,NA,NA,NA,NA,0.7302,0.4941,0.5689,0.7792,NA,NA,NA,NA,All
CDC42BPB,-0.096482838,114,0.211059427,0.517773123,0.791692466,0.7433,0.2222,0.3142,0.4227,NA,NA,NA,NA,All
CDC42BPG,0.055413521,121,0.459059014,0.736228029,0.20300665,0.3699,0.2495,0.2189,0.5918,NA,NA,NA,NA,All
CDC42EP2,-0.094162312,75,0.32437206,0.63140449,0.7344588,1.009,0.242,0.809,0.802,NA,NA,NA,NA,All
